user,waktu,barang,review,rating
abduh,05/12/2023,Gudang Garam International 12,Barang sesuai packing oke,5
abduh,05/12/2023,Gudang Garam Surya 16,"Barang sampai, dapet yg gambar dada mitos nya rasa paling mantap",5
Azka,05/12/2023,indocafe coffeemix renceng,"packing aman, gercep, joossss",5
Kirianto,05/12/2023,kacang atom bledugh 400gr,"Barang sesuai deskripsi, kacang sukro jadoel yang mengingatkan kita saat sukro baru mulai ada, tanpa bumbu2 yg aneh, renyah, enak untuk camilan, pengiriman cepat, packing bagus &amp; rapih👍🏻",5
i***a,05/12/2023,Kobe Selera Saus Tiram 170g,"sesuai pesanan,packing aman...",5
i***a,05/12/2023,Ultra Milk Low Fat 250ml,"sesuai pesanan,packing aman...",5
r***n,05/12/2023,Soklin Liquid Detergent 22ml Renceng ( isi 24 sct + free 2 sct),"barang mendarat dengan selamat sesuai pesanan dan tidak kurang, paket lengkap",5
N***a,05/12/2023,Khong Guan Gabin Cokelat Renceng isi 10 pcs,"kecil bgt, mending malkist biasa. haha",5
Putra,05/12/2023,TOP Kopi Cappuccino Renceng isi 15sct,"barang sampai cepat, exp lama puas",5
Putra,05/12/2023,Sarimi Gelas Renceng isi 10 pcs,puas exp masih lama,5
Putra,05/12/2023,Pop Ice Minuman Serbuk renceng isi 10 sct,"Barang sampai dengan cepat, komplit exp masih lama... puas bisa jadi langganan",5
Kirianto,05/12/2023,kacang atom bledugh 400gr,"Contoh seller yang sangat recommended, saya order kemarin jam 14:40, lihat lokasi seller di Semarang kemungkinan sampai Bogor bs 3-4 hari, semoga kacangnya jg tidak hancur. Dan... ajaibnya hari ini jam 15 lewat sudah sampai di tangan saya &amp; tidak ada yg hancur, betul2 jarak tidak berarti baginya👍🏻👍🏻👍🏻
Kacang sukro Bledugh adalah jenis sukro jadoel yang mengingatkan kita saat sukro mulai ada, tidak menggunakan bumbu2 yang aneh dan tidak sekriuk sukro jaman sekarang dgn merk yang terkenal, tp tetap enak jadi camilan...
Note: Sudah dicoba dan ternyata yg ini lebih kriuk drpd yg saya beli di Bandung, serenyah sukro merk terkenal...",5
A***a,05/12/2023,Nabati Roll's Box isi 20 pcs,"okk pesenanku semuanya udh sampai, cpt sampainya👍🏻",5
A***a,05/12/2023,Mie Gelas Renceng isi 10 pcs,"okk kyknya dpt skin ml semuanya
udh ku cek perbungkus dan kyk ada kartunya👍🏻
smoga bisa terpakai semua yagess",5
A***a,05/12/2023,Sarimi Gelas Renceng isi 10 pcs,"okk
ex sampe 27 april 24",5
AzriL,05/12/2023,Nutrisari Renceng isi 10 sct,mantap,5
eva,05/11/2023,La Fonte Pronto Spaghetti Instan,barang kosong tidak diganti sesuai request dichat yang harganya sama,3
n***a,05/11/2023,Vanish Cair 150ml,salah varian tp gpp,5
Yahya,05/11/2023,Finna Sambel Terasi Uleg Renteng isi 10 sct,"Dateng dengan aman, jumlah sesuai dan juga expired masih taun depan.",5
D***i,05/11/2023,Inaco Jelly isi 25 pcs,Mantab. Packing sangat rapi.,5
s***i,05/11/2023,Roma Wafello Renceng isi 10 sct,"mantap bagtt kawan,,produk exp aman ,,packing rapi krna pakai kardus jd aman gk ada yg hancur sm sx .tooppp buat tokonya, ,mksh seller...smga sukses sllu tokonya.mksh jg um kurir..",5
A***s,05/11/2023,Rinso Bubuk Renceng isi 6 sct,"cari yg renceng, harga ok, pake sameday, penjual fast respon",5
A***s,05/11/2023,Hilo Thai Tea Renceng isi 10 sct,"cari yg renceng, harga ok, pake sameday, penjual fast respon",5
A***s,05/11/2023,zee renceng 40gr,"cari yg renceng, harga ok, pake sameday, penjual fast respon",5
A***s,05/11/2023,pilus garuda renceng 20 pcs,"cari yg renceng, harga ok, pake sameday, penjual fast respon",5
A***s,05/11/2023,Soklin Liquid Detergent 22ml Renceng ( isi 24 sct + free 2 sct),"cari yg renceng, harga ok, pake sameday, penjual fast respon",5
A***s,05/11/2023,Mie Gelas Renceng isi 10 pcs,"cari yg renceng, harga ok, pake sameday, penjual fast respon",5
Rofiq,05/11/2023,Good day freeze mocafrio renceng,"ok paking aman cepat sampai, recommended seller",5
Yoi,05/11/2023,Gery Saluut Malkist Renceng isi 10,mantap,5
Yoi,05/11/2023,superstar triple coklat,mantap,5
s***o,05/11/2023,Lifebuoy Shampoo Renceng isi 12 sct,"Tokonya recommended! Sellernya fastrespon dan ramah, proses order ke pengiriman jg cepet. Top deh",5
s***o,05/11/2023,Downy 500 Renceng isi 12 sct,"Tokonya recommended! Sellernya fastrespon dan ramah, proses order ke pengiriman jg cepet. Top deh",5
nike,05/11/2023,Nutrisari Renceng isi 10 sct,Stock ada yang kosong di konfirmasi ke cust dulu jadi ngga asal kirim👍🏻 tapi lain kali tolong di sesuaikan stock offline &amp; online nya biar ga kecewa,5
linda,05/11/2023,Ultra Jaya Teh Kotak Jasmine 300ml 1 Dus isi 24 pcs,teh kesukaan saya,5
s***o,05/11/2023,Indomilk Kental Manis Renceng isi 6 sct,"Tokonya recommended! Sellernya fastrespon dan ramah, proses order ke pengiriman jg cepet. Top deh",5
s***o,05/11/2023,Taro Seaweed renceng isi 10,"Tokonya recommended! Sellernya fastrespon dan ramah, proses order ke pengiriman jg cepet. Top deh",5
s***o,05/11/2023,Nabati siip box 20s,"Tokonya recommended! Sellernya fastrespon dan ramah, proses order ke pengiriman jg cepet. Top deh",5
s***o,05/11/2023,Gery Saluut Malkist Renceng isi 10,"Tokonya recommended! Sellernya fastrespon dan ramah, proses order ke pengiriman jg cepet. Top deh",5
s***o,05/11/2023,Glico Pocky Colourful,"Tokonya recommended! Sellernya fastrespon dan ramah, proses order ke pengiriman jg cepet. Top deh",5
NOVI,05/11/2023,Super Pell Reffil 770ml,mantap bosku,5
A***a,05/11/2023,Garuda Ting-Ting permen bag isi 50pcs,"pengiriman cepat, pengemasan super aman sampai pake kardus. sukses terus seller",5
C***s,05/11/2023,Sarimi Gelas Renceng isi 10 pcs,"barang diterima sesuai deskripsi
respon penjual baik cepat
packing rapi pengiriman cepat
kwalitas produk ok baik
terimakasih 🙏",5
l***o,05/11/2023,Biskuat Bolu Box isi 12 pc,"pesannya apa dikirimnya apa, udh bilang cancel aja, eh tetep dikirim, giliran mau retur kok ongkir hampir sama, yaudah mending bintang 1 aja.",1
Budi,05/11/2023,Luwak Tarik Malaka renceng isi 10,"Barangnya cepat sampai sesuai pesanan,terima kasih.",5
Budi,05/11/2023,Mentos Bag isi 50 pcs,"Barangnya cepat sampai sesuai pesanan,terima lasih.",5
Firman,05/11/2023,Kuaci Rebo 150gr,dah sampai sesuai pesanan terimakasih penjual ramah kurir ok langganan,5
linda,05/11/2023,Ultra Jaya Teh Kotak Jasmine 300ml 1 Dus isi 24 pcs,teh kesukaan saya dr ďl,5
B***K,05/11/2023,Anget Sari Susu Jahe Renceng isi 10,Barang sudah diterima dengan baik produk sesuai dengan pesanan thanks all 😇🙏,5
cara,05/11/2023,sovia minyak goreng 1liter,nice,5
w***n,05/11/2023,Oreo Roll,"mantap, packing aman, langsung aja dibeli gessss terpercaya :)",5
kiki,05/11/2023,Soklin Liquid Detergent 22ml Renceng ( isi 24 sct + free 2 sct),barang sesuai pengiriman cepat.,5
s***o,05/11/2023,Nabati Ahh Box isi 20,"Tokonya recommended! Sellernya fastrespon dan ramah, proses order ke pengiriman jg cepet. Top deh",5
s***o,05/11/2023,gery chocolatos isi 24,"Tokonya recommended! Sellernya fastrespon dan ramah, proses order ke pengiriman jg cepet. Top deh",5
Nur,05/11/2023,tricks potato snack,pesanan sampe dengan selamat dan tidak remuk,5
N***r,05/11/2023,Mie Sedaap kuah,"packingnya aman banget dari sellernya
expiree masih lama",5
T***q,05/11/2023,biskitop vegetable and cheese stik,"produk sesuai, expired 2025, pengiiriman cepat walau pesen pas event double date, thanks",5
a***e,05/11/2023,Permen Jahe Special 61,"permen keras, biasanya beli diwarung kenyal",3
p***o,05/11/2023,Rinso Anti Noda Bubuk 10.000,"pengiriman standard dalam kota, barang sesuai packing rapi dan aman, thx seller",5
lilis,05/11/2023,Good Day Coffee Freeze Renceng isi 10 sct,"puas sekali, semua oke,thanks seller,tokopedia,dan kurirnya 🙏🙏",5
lilis,05/11/2023,Marina Hand & Body Lotion UV White 185ml,"puas sekali, semua oke,thanks seller,tokopedia,dan kurirnya 🙏🙏",5
lilis,05/11/2023,frisian flag kental manis sachet isi 6pcs,"puas sekali, semua oke,thanks seller,tokopedia,dan kurirnya 🙏🙏",5
lilis,05/11/2023,Blue Band Margarin Serbaguna Cup 250gr,"puas sekali, semua oke,thanks seller,tokopedia,dan kurirnya 🙏🙏",5
Laila,05/11/2023,Strepsils Box isi 24 butir,"terimakasih...paket udah sampai, 🙏",5
j***y,05/11/2023,Inaco Nata De Coco 1KG,"Ekspedisi nya sungguh kacau. masih dalam kota bisa2 nya baru sampai lebih dr seminggu, barang nya ditumpuk lama lg di DP nya. komplain di tokpet jg enggak direspon malah kesan nya nutupin ekspedisi sama penjual. kesan yg sungguh kacau &amp; kecewa",1
j***y,05/11/2023,Lux Body Wash 5000,"ekspedisi nya lama &amp; kacau. masa masih satu kota bisa2 nya sampai lebih dr seminggu, barang ditumpuk di DP sampai beberapa hari. barang makanan basah lg, kacau parah",1
A***h,05/11/2023,Delfi Hot Cocoa renceng isi 10 sct,mantap murah dan enak,5
brilliant,05/11/2023,Kacang Atom Mammoth Renceng isi 20 pcs,"mantab, enak, gurih enyoee enyoee",5
Uut,06/10/2023,Dove Shampoo Renceng isi 12 sct,sesuai pesanan.suxes sll,5
Uut,06/10/2023,Johnsons Baby Soap Bar 100gr,Aman untuk bayi 👶 Lembut di mata Tidak memicu alergi Melembabkan kulit bayi,5
Harry,06/10/2023,monde egg roll 35gr 10pcs,"barang sesuai pesanan, packing bagus, respon bagus, rasa enak. trim.",5
Muhammad,06/10/2023,so nice sosis toples isi 24 pcs,mantapppppp,5
Siek,06/10/2023,Beng-Beng Box Kemasan Baru ( isi 17 x 25gr ),joooozzzzz,5
Saiful,06/10/2023,Aqua Botol 600ml,terimakasih,5
Nur,06/10/2023,Nabati Wafer Cokelat Kelapa 18gr box isi 12 pcs,mantap sesuai pesanan. packing rapi,5
Nur,06/10/2023,Nabati Wafer 130gr,mantap sesuai pesanan,5
Harry,06/10/2023,monde egg roll 35gr 10pcs,"barang sesuai pesanan, packing bagus, respon bagus. trim.",5
Hanafi,06/10/2023,Anget Sari Susu Jahe Renceng isi 10,beli angetsari dikirim ahm mau dibalikin tukar ...kok malah rugi di ongkir ...ampun deh,3
lilis,06/10/2023,chocolatos drink renceng 10 pcs,"puas,fast respon seller nya,packing aman dan rapi,cepet sampai nya,thanks seller,tokopedia dan kurir nya 🙏🙏👍👍",5
lilis,06/10/2023,Indomie Goreng,"puas,fast respon seller nya,packing aman dan rapi,cepet sampai nya,thanks seller,tokopedia dan kurir nya 🙏🙏👍👍",5
lilis,06/10/2023,Blue Band Serbaguna 200gr,"puas,fast respon seller nya,packing aman dan rapi,cepet sampai nya,thanks seller,tokopedia dan kurir nya 🙏🙏👍👍",5
d***a,06/10/2023,so nice sosis toples isi 24 pcs,"terimakasih sesuai pesanan toko amanah sekalii ,, sukses terus usahanya",5
khoerul,06/10/2023,Downy 500 Renceng isi 12 sct,"pengiriman cepat, peking super rapi dan produk sesuai",5
khoerul,06/10/2023,Molto Renceng 500 isi 12 sct,"pengiriman cepat, peking super rapi dan produk sesuai",5
khoerul,06/10/2023,Soklin Softener 500 Renceng,"pengiriman cepat, peking super rapi dan produk sesuai",5
khoerul,06/10/2023,Mie Sedaap Goreng,"pengiriman cepat, peking super rapi dan produk sesuai",5
Eka,06/10/2023,Fox's Oval Candy Bag 125g,budayakan membaca pesan,5
Eka,06/10/2023,Keju cake box 12 pcs,budayakan membaca pesan,5
S***n,06/10/2023,Real Good Susu Bantal Dus isi 60,Memuaskan Pokoknya,5
eva,06/10/2023,Soklin Liquid Detergent 22ml Renceng ( isi 24 sct + free 2 sct),"pengemasan aman...gak ada yg bocor...
lengkap dan sesuai...pengiriman cepat..sehari sampai..

terimakasih seller..tokopedia dan kurir",5
r***i,06/10/2023,Downy 500 Renceng isi 12 sct,"barang lengkap. packing rapi
trimakasih",5
r***i,06/10/2023,Soklin Liquid Detergent 22ml Renceng ( isi 24 sct + free 2 sct),"barang lengkap. packing rapi
trimakasih",5
r***i,06/10/2023,Charm Body Fit isi 10 pcs,"barang lengkap. packing rapi
trimakasih",5
Toha,06/10/2023,sovia minyak goreng 1liter,mantab 👍🏻,5
K***g,06/10/2023,TOP Delfi box isi 24 pcs,tokonya recommended!!! terima kasih sukses selalu,5
N***a,06/10/2023,gery saluut coconut roll box isi 24 pcs,super enak pengiriman cepat,5
A***h,06/10/2023,Relaxa Candy Bag isi 50pcs,👍👍👍,5
A***h,06/10/2023,Desaku Marinasi Renceng isi 12,👍👍👍,5
k***l,06/10/2023,Sukro Oven Rasa Bawang 100gr,berat bersih 95gr bukan 100gr ternyata,4
eva,06/10/2023,Soklin Liquid Detergent 22ml Renceng ( isi 24 sct + free 2 sct),"packing cepat..lengkap dan aman..
terimakasih seller...tokopedia dan kurir..",5
H,06/10/2023,Delfi Hot Cocoa renceng isi 10 sct,terimakasih semuanya jne memang cepet ya,5
A***h,06/10/2023,luwak white coffee renceng 10 sachet,👍👍👍,5
A***s,06/10/2023,delfiorion custas cake 6s,pokoknya ok beli disini,5
A***s,06/10/2023,Keju cake box 12 pcs,pokoknya ok beli disini,5
A***s,06/10/2023,Khong Guan Malkist Renceng isi 10 pcs,pokoknya ok beli disini,5
A***s,06/10/2023,Simba Choco Chip Renceng isi 10 pcs,pokoknya ok beli disini,5
A***s,06/10/2023,Khong Guan Saltcheese Combo Renceng isi 10,pokoknya ok beli disini,5
A***s,06/10/2023,Monde Bourbon Choco Pack 24gr x 10 pcs,pokoknya ok beli disini,5
A***s,06/10/2023,Inaco Jelly isi 15 pcs,pokoknya ok beli disini,5
A***s,06/10/2023,Garuda Rosta Renceng isi 10 pcs,pokoknya ok beli disini,5
A***s,06/10/2023,Madurasa jeruk nipis box isi 12 sct,pokoknya ok beli disini,5
A***s,06/10/2023,Nissin Mini Stick pack isi 10 pcs,pokoknya ok beli disini,5
A***s,06/10/2023,Cha Cha Renceng isi 10 sct,pokoknya ok beli disini,5
Reza,06/10/2023,Hot Hot Pop (Permen Kaki) isi 25,permen habis bum kepoto 😁. tinggal kopiko,5
Reza,06/10/2023,Mama Lemon Stain Remover Pouch 500gr,berfungsi dengan baik,5
Reza,06/10/2023,Kopiko Coffee Candy Bag 175 gr,udah hampir habis 😁,5
iwan,06/10/2023,Kacang Atom Mammoth Renceng isi 20 pcs,enak bangettt masih freshhhh,5
iwan,06/10/2023,Gery Saluut Malkist Renceng isi 10,enakkk mangappppp bangettt puas sekaoiii,5
Daryoto,06/10/2023,amh jahe merah renceng 12 pcs,barang sesuai pesanan,5
Daryoto,06/10/2023,frisian flag kental manis sachet isi 6pcs,barang sesuai pesanan,5
Brian,06/09/2023,Frisian Flag Kompleta Renceng isi 10 sct,,5
Muhammad,06/09/2023,Tao Kae Noi Big Roll Box isi 12 pcs,Tao ken oi biasa bukan yang roll,1
Hendra,06/09/2023,Chitato 68gr,"kirimnya lama......salah kirim lagi, minta yang ori dikirim rasa sapi, piye to kihhhh ? gak profesional",1
D***i,06/09/2023,Inaco Jelly isi 25 pcs,"Mantab, packing rapi banget.",5
A***a,06/09/2023,Strepsils Box isi 24 butir,Rapi,4
Wahyu,06/09/2023,indocafe coffeemix renceng,mantap jiwa. Joooosss bgt.,5
Wahyu,06/09/2023,good day 3 in 1 rtg 10 sct,Mantap,5
E***s,06/09/2023,ceres classic 90g,"Ceres nya 80g kak, overall okay",4
E***s,06/09/2023,Sajiku Tepung Bumbu 220gr,thanks kak,5
E***s,06/09/2023,frisian flag sacet cokelat renceng isi 6,"Thanks kak,,,",5
e***o,06/09/2023,kacang atom gajah 120gr,"Tulisannya 120 gram, kenyataan 100 gram",4
Ristanto,06/09/2023,Downy 500 Renceng isi 12 sct,"Minta yg sport,,datengnya yg biru bunga!!!!
Jualan ko asal2an kirim!!! Tidak sesuai pesanan!!!!",1
Ristanto,06/09/2023,Soklin Liquid Detergent 22ml Renceng ( isi 24 sct + free 2 sct),"Klo tidak ada free 2 sct,,,jgn dicantumin!!! Klo jual yg bner...meskipun itu tidak seberapa.....kejujuran itu no 1
Sekalinya pelanggan kecewa tidak akan mau beli lg!!!",2
H***h,06/09/2023,Koko Krunch / Milo / Honey Star Cereal Box 170gr,"packingnya aman, pesanannya lengkap dan exp masih jauh. cerealnya udah dimakan",5
R***h,06/09/2023,sovia minyak goreng 1liter,"peking rapi bagus, produk sesuai pesanan trimaksih seller,trimakasih tokopedia",5
B***K,06/09/2023,indocafe coffeemix renceng,Barang sudah diterima dengan baik produk sesuai dengan pesanan thanks all 😇🙏,5
T***i,06/09/2023,Hello Panda Biskuit Renceng isi 10 pcs,enyak enyak enyak enyak,5
lilis,06/09/2023,Harpic Power Plus Original 200ml,"fast respon seller nya,packing rapi dan aman,thanks seller, tokopedia  dan kurirnya 🙏🙏👍👍",5
lilis,06/09/2023,Sunlight Jeruk Nipis 2.000,"fast respon seller nya,packing rapi dan aman,thanks seller, tokopedia  dan kurirnya 🙏🙏👍👍",5
Roni,06/09/2023,Real Good Susu Bantal Dus isi 60,sheeeeppp,5
mahfud,06/09/2023,Indomilk Kental Manis Renceng isi 6 sct,mantap,5
T***N,06/09/2023,Sidomuncul Susu Jahe Renceng isi 10 sct,"AlhamduliLlah 
BarokaLlohufiikum",5
Maulida,06/09/2023,Garuda Rosta Renceng isi 10 pcs,sesuai pesanan dan seller responsif,5
Maulida,06/09/2023,Khong Guan Saltcheese,produk sesuai pesanan dan rasanya enak,5
lilis,06/09/2023,Head And Shoulders Shampoo Renceng,"puas banget...fast respon sellernya,packing rapi,cepat  sampai barang nya,thanks seller,tokopedia  dan kurirnya  🙏🙏👍👍",5
lilis,06/09/2023,Mitu Baby Wipes Fresh and Clean Buy 1 Get 1,"puas banget...fast respon sellernya,packing rapi,cepat  sampai barang nya,thanks seller,tokopedia  dan kurirnya  🙏🙏👍👍",5
Daryoto,07/08/2023,Autan Renceng 12 Sachet,mantap,5
Daryoto,07/08/2023,Pepsodent Fresh Cool Mint 190gr,mantap,5
Daryoto,07/08/2023,ABC Saus Sambal Botol 135ml,mantap,5
Daryoto,07/08/2023,amh jahe merah renceng 12 pcs,puas bisa buat langganan,5
Daryoto,07/08/2023,frisian flag kental manis sachet isi 6pcs,puas bisa buat langganan,5
O***a,07/08/2023,Nabati Time Break 48gr pack isi 10 sct,Terimakasih cepat dateng barang lengka,5
Loise,07/08/2023,Koko Krunch / Milo / Honey Star Cereal Box 330gr,enak murah cepat,5
A***s,07/08/2023,delfiorion custas cake 6s,sesuai pesanan. packing aman.thanks seller,5
A***s,07/08/2023,Cha Cha Renceng isi 10 sct,sesuai pesanan. packing aman.thanks seller,5
A***s,07/08/2023,Hello Panda Biskuit Renceng isi 10 pcs,sesuai pesanan. packing aman.thanks seller,5
A***s,07/08/2023,tricks potato snack,sesuai pesanan. packing aman.thanks seller,5
A***s,07/08/2023,Khong Guan Gabin Cokelat Renceng isi 10 pcs,sesuai pesanan. packing aman.thanks seller,5
A***s,07/08/2023,Kacang Atom Mammoth Renceng isi 20 pcs,sesuai pesanan. packing aman.thanks seller,5
A***s,07/08/2023,Roma Wafello Renceng isi 10 sct,sesuai pesanan. packing aman.thanks seller,5
A***s,07/08/2023,oreo soft cake bolu 12 pcs,sesuai pesanan. packing aman.thanks seller,5
A***s,07/08/2023,Oishi Sponge Snack Renceng isi 10 pcs,sesuai pesanan. packing aman.thanks seller,5
A***s,07/08/2023,Corntoz Snack Jagung Renceng isi 10 pcs,sesuai pesanan. packing aman.thanks seller,5
alexander,07/08/2023,Koko Krunch / Milo / Honey Star Cereal Box 330gr,"terima kasih, barang sudah diterima dengan baik",5
s***n,07/08/2023,Gudang Garam International 12,,5
K***a,07/08/2023,Tic Tic Bawang 2.000 pack isi 10 pcs,barang sesuai pesanan.. kemasan oke n rapi.. makasi banyak,5
K***a,07/08/2023,Deka Koro Renceng pack isi 10 pcs,kemasan oke.. barang sesuai pesanan...sudah pembelian kesekian.. makasi seller,5
K***a,07/08/2023,Nextar Gandumku Coklat Pack isi 10 sct,"barang ini kosong, tapi ada konfirmasi dari seller utk diganti brg lain.. pelayanan nya oke, ada komunikasi ke konsumen.. kemasan aman n oke.. terima kasih banyak",5
MAT,07/08/2023,Stella Matic Reffil,"mantab, terimakasih buat seller dan kurirnya.",4
K***a,07/08/2023,Khong Guan Superco Renceng isi 10 pcs,barang oke..kemasan oke.. semua sesuai dg orderan.. makasii,5
K***a,07/08/2023,Gery Saluut Malkist Renceng isi 10,barang sesuai pesanan.. kemasan rapi n aman di dlm dus besar.. makasii banyak,5
K***a,07/08/2023,Monde Pie Bis Almond 42 gr Renceng isi 10,barang dtg sesuai pesanan.. kemasan aman.. makasi banyak seller.. pasti sering belanja di sini..,5
K***a,07/08/2023,go potato biskuit kentang 20 pcs,barang dikemas rapi n aman.. dtg sesuai pesanan...makasi seller..,5
Agus,07/08/2023,abc kopi susu renceng,"barang sudah sampai dengan selamat dan aman
barang bagus sesuai deskripsi di toko",5
dedien,07/08/2023,Push Pop Candy Box mix rasa (20pcs x 14gr),,5
dedien,07/08/2023,Teh Dandang Celup Kotak isi 25 kantong,,5
dedien,07/08/2023,amh jahe merah renceng 12 pcs,,5
